time_s,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_11,sig_12,sig_13,sig_17,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_51,sig_52,sig_53,sig_57,sig_58,sig_59,sig_60,sig_61,sig_62,sig_63,sig_64,sig_65,sig_66,sig_68,sig_70,sig_71,sig_72,sig_73,sig_74,sig_75,sig_76,sig_119,sig_120,sig_121,sig_125,sig_126,sig_127,sig_131,sig_134
1637.45,-324.0,1050.0,-229.0,-262.0,1011.0,107.0,535.0,690.0,239.0,-130,-308,296.0,953.0,-208.0,-992.0,-364.0,1038.0,176.0,956.0,331.0,-721,511,309,12,-820,303,-506,41,-633,-584,-107,727,807,199,-707,-579,-73,171,155,405,885,43,-22,24,-337,517,-544,-758,14
1637.484,-403.0,1146.0,54.0,-244.0,969.0,109.0,340.0,721.0,294.0,-165,-304,359.0,944.0,-72.0,-992.0,-364.0,1038.0,-153.0,980.0,239.0,-754,408,209,31,-822,292,-522,43,-623,-581,-108,606,606,-31,-719,-563,-75,163,156,406,886,49,-21,25,-169,843,-346,-1555,16
1637.517,-257.0,1164.0,238.0,-281.0,960.0,159.0,111.0,857.0,304.0,-157,-301,336.0,895.0,-81.0,-992.0,-364.0,1038.0,-332.0,1042.0,218.0,-859,341,199,56,-821,291,-540,49,-616,-572,-224,476,455,5,-732,-546,-61,154,156,419,881,56,-21,26,-213,1211,707,-2455,18
1637.55,-268.0,1064.0,231.0,-341.0,945.0,209.0,-83.0,1003.0,357.0,-125,-261,339.0,873.0,44.0,-992.0,-364.0,1038.0,-416.0,1081.0,192.0,-991,241,251,95,-816,294,-562,61,-609,-557,-374,376,363,-22,-732,-541,-41,157,147,437,874,62,-24,28,-1489,176,-322,-1843,20
1637.584,-174.0,945.0,224.0,-334.0,854.0,224.0,-252.0,1037.0,410.0,-81,-277,246.0,891.0,111.0,-992.0,-364.0,1038.0,-412.0,1072.0,157.0,-1113,402,364,146,-805,295,-588,76,-599,-539,-364,236,261,429,-715,-554,-30,173,122,452,867,64,-28,29,-2119,-129,-996,626,21
1637.617,-215.0,1033.0,176.0,-344.0,879.0,202.0,-161.0,949.0,354.0,-50,-280,199.0,878.0,86.0,-992.0,-364.0,1038.0,-255.0,1039.0,144.0,-1010,413,422,205,-791,285,-616,100,-584,-518,-365,357,228,1030,-681,-596,-30,198,82,472,855,62,-29,28,1040,580,-894,776,20
1637.65,-143.0,1080.0,149.0,-355.0,866.0,232.0,12.0,955.0,285.0,-58,-290,155.0,869.0,171.0,-992.0,-364.0,1038.0,-191.0,1041.0,144.0,-922,467,452,279,-771,268,-646,125,-566,-497,-338,437,294,1646,-624,-654,-50,230,27,485,843,62,-29,28,2574,263,-1171,-971,20
1637.684,-93.0,1017.0,187.0,-374.0,915.0,274.0,107.0,955.0,243.0,-74,-291,134.0,842.0,189.0,-992.0,-364.0,1038.0,-212.0,986.0,175.0,-846,505,420,346,-750,245,-672,144,-549,-476,-401,497,361,2248,-531,-709,-94,265,-42,487,831,61,-30,28,197,21,-411,-479,20
1637.717,-78.0,964.0,187.0,-466.0,929.0,182.0,181.0,896.0,233.0,-14,-324,316.0,907.0,294.0,-992.0,-364.0,1038.0,-214.0,1016.0,165.0,-848,502,234,404,-720,229,-690,159,-537,-457,-597,782,469,2861,-423,-762,-160,296,-125,473,820,61,-30,28,-246,366,-674,217,20
1637.75,-186.0,959.0,350.0,-610.0,1107.0,147.0,240.0,884.0,262.0,30,-344,23.0,1033.0,107.0,-992.0,-364.0,1038.0,-181.0,1042.0,207.0,-885,607,58,444,-693,213,-701,179,-528,-445,-700,887,443,3268,-297,-780,-266,314,-220,434,815,62,-30,27,-37,405,-977,-126,20
1637.784,-182.0,860.0,379.0,-381.0,1194.0,302.0,229.0,929.0,374.0,115,-395,613.0,1105.0,136.0,-992.0,-364.0,1038.0,-244.0,1151.0,128.0,-720,754,-8,482,-670,184,-703,199,-521,-442,-620,775,161,4128,-153,-765,-412,313,-328,385,804,61,-30,28,-450,343,-714,-238,20
1637.817,-264.0,795.0,471.0,-299.0,720.0,-72.0,147.0,1165.0,491.0,168,-416,171.0,417.0,-346.0,-992.0,-364.0,1038.0,-539.0,1210.0,115.0,-651,535,-138,502,-663,150,-686,243,-518,-449,-950,608,182,5071,6,-695,-532,297,-442,334,778,61,-30,28,-176,387,-867,-185,20
1637.85,-248.0,700.0,313.0,-433.0,1072.0,-48.0,99.0,1135.0,487.0,263,-455,704.0,985.0,81.0,-992.0,-364.0,1038.0,-467.0,1132.0,84.0,-800,91,-181,526,-653,120,-661,306,-518,-449,-1378,223,389,5140,162,-618,-602,285,-539,297,735,61,-31,29,-258,376,-816,-253,20
1637.884,-406.0,814.0,542.0,-445.0,1155.0,-301.0,281.0,969.0,400.0,345,-613,404.0,1004.0,-66.0,-992.0,-364.0,1038.0,73.0,1285.0,114.0,-1069,-487,-6,543,-642,101,-633,367,-517,-444,-1772,72,751,4291,302,-554,-611,298,-605,281,682,60,-31,30,-298,374,-803,-407,20
1637.917,294.0,971.0,319.0,-495.0,1272.0,-207.0,452.0,1144.0,305.0,317,-560,531.0,997.0,-119.0,-992.0,-364.0,1038.0,26.0,1256.0,69.0,-1385,-1167,546,562,-621,121,-637,385,-534,-402,-1810,163,895,2258,403,-535,-574,343,-624,295,638,59,-31,31,-290,356,-788,-301,20
1637.95,-293.0,1430.0,757.0,-411.0,1237.0,-56.0,374.0,1130.0,313.0,352,-569,862.0,869.0,-108.0,-992.0,-364.0,1038.0,-108.0,1457.0,117.0,-1500,-710,812,583,-561,237,-684,335,-564,-320,-1379,-703,1076,276,464,-579,-472,449,-575,361,581,59,-31,32,-341,371,-756,-127,20
1637.984,411.0,599.0,109.0,-355.0,926.0,45.0,451.0,1203.0,323.0,391,-475,622.0,981.0,87.0,-992.0,-364.0,1038.0,-65.0,1479.0,2.0,-1308,89,297,600,-461,361,-729,256,-587,-241,-1398,373,509,-738,475,-664,-320,535,-500,426,532,59,-31,32,-333,370,-784,-122,20
1638.017,-292.0,1265.0,4.0,-309.0,832.0,42.0,408.0,1284.0,295.0,274,-312,355.0,926.0,-40.0,-992.0,-364.0,1038.0,-175.0,1255.0,-120.0,-1087,355,-140,616,-366,445,-753,198,-600,-185,-1025,678,67,-1020,467,-711,-199,587,-430,476,494,59,-31,32,-337,382,-780,-38,20
1638.05,40.0,1211.0,239.0,-259.0,701.0,-2.0,226.0,1202.0,272.0,157,-235,240.0,926.0,9.0,-992.0,-364.0,1038.0,-223.0,1072.0,-101.0,-862,232,-54,624,-296,477,-765,164,-605,-147,-790,837,39,-936,452,-726,-85,616,-364,518,469,59,-32,32,-311,369,-792,16,20
1638.084,-105.0,1072.0,-177.0,-279.0,675.0,-1.0,239.0,1064.0,233.0,161,-217,169.0,892.0,238.0,-992.0,-364.0,1038.0,-116.0,854.0,-47.0,-827,150,-64,628,-238,504,-770,133,-614,-113,-669,764,93,-674,435,-730,-6,628,-311,545,460,59,-32,32,-292,354,-794,-135,20
1638.117,332.0,1307.0,-172.0,-253.0,725.0,37.0,213.0,876.0,200.0,227,-195,119.0,915.0,209.0,-992.0,-364.0,1038.0,-58.0,778.0,115.0,-778,333,-79,625,-180,511,-772,97,-622,-83,-628,585,153,-421,411,-720,54,630,-278,559,461,58,-32,33,-285,430,-801,-301,20
1638.15,171.0,1217.0,-90.0,-361.0,751.0,11.0,216.0,670.0,224.0,248,-197,179.0,869.0,371.0,-992.0,-364.0,1038.0,4.0,706.0,149.0,-823,397,10,622,-145,528,-769,71,-632,-69,-707,259,250,-258,394,-722,75,632,-266,561,465,58,-34,34,-361,305,-858,-755,20
1638.184,-109.0,1041.0,-101.0,-279.0,950.0,65.0,283.0,567.0,300.0,298,-230,291.0,893.0,175.0,-992.0,-364.0,1038.0,48.0,861.0,260.0,-899,160,229,614,-123,553,-766,57,-638,-55,-814,205,240,-47,381,-730,81,632,-260,564,464,55,-36,37,-440,392,-921,-1327,20
1638.217,-266.0,991.0,97.0,-234.0,964.0,98.0,388.0,526.0,356.0,319,-210,375.0,934.0,103.0,-992.0,-364.0,1038.0,-65.0,973.0,80.0,-997,140,355,604,-98,566,-764,42,-643,-38,-968,10,474,36,378,-721,98,639,-253,566,455,54,-41,38,-324,177,-859,-877,20
1638.25,-167.0,948.0,216.0,-280.0,953.0,87.0,552.0,576.0,407.0,303,-220,287.0,941.0,129.0,-992.0,-364.0,1038.0,9.0,1164.0,285.0,-1013,66,409,600,-66,577,-765,28,-643,-16,-983,-73,616,-189,383,-706,131,654,-240,568,438,45,-50,48,-374,400,-1019,-2033,19
1638.284,-46.0,988.0,285.0,-206.0,988.0,172.0,623.0,645.0,478.0,173,-238,103.0,1027.0,273.0,-992.0,-364.0,1038.0,-42.0,1115.0,283.0,-968,90,334,595,-30,574,-767,10,-641,10,-907,11,443,-446,395,-675,164,673,-223,571,414,23,-61,71,-963,1743,-1238,-3406,16
1638.317,-43.0,975.0,306.0,-60.0,1105.0,163.0,471.0,685.0,525.0,89,-275,210.0,1049.0,249.0,-992.0,-364.0,1038.0,-209.0,1115.0,290.0,-949,123,235,596,18,578,-768,-10,-639,39,-897,214,255,-411,413,-641,204,690,-203,578,386,-3,-68,98,-1841,2269,-1769,-943,13
1638.35,-19.0,1003.0,152.0,-26.0,1201.0,167.0,352.0,764.0,539.0,21,-277,93.0,1172.0,210.0,-992.0,-364.0,1038.0,-276.0,1146.0,284.0,-937,117,194,591,67,581,-768,-26,-637,64,-886,304,203,-286,429,-610,240,704,-182,586,358,-42,-69,135,-2222,1876,-2936,-194,9
1638.384,66.0,1014.0,-4.0,-206.0,1279.0,50.0,212.0,861.0,550.0,179,-241,-140.0,1264.0,223.0,-992.0,-364.0,1038.0,-280.0,1145.0,255.0,-914,126,223,590,111,576,-766,-42,-635,90,-834,389,172,-174,449,-572,271,714,-163,595,331,-47,-69,140,-1297,248,-2038,-953,7
1638.417,59.0,1002.0,31.0,-483.0,1209.0,-77.0,159.0,845.0,575.0,139,-449,-286.0,1419.0,327.0,-992.0,-364.0,1038.0,-141.0,1424.0,371.0,-907,172,217,579,153,574,-762,-57,-635,113,-808,433,208,37,460,-539,294,721,-145,603,308,-42,-75,136,-503,-957,-347,-41,8
1638.45,-108.0,1153.0,354.0,-539.0,1037.0,-160.0,257.0,806.0,636.0,32,-662,-660.0,1804.0,126.0,-992.0,-364.0,1038.0,-57.0,1315.0,399.0,-944,178,220,569,185,565,-757,-70,-637,132,-851,466,332,176,472,-501,316,727,-128,611,287,-20,-79,113,-781,-151,-470,341,7
1638.484,-160.0,1164.0,132.0,-616.0,820.0,34.0,384.0,893.0,559.0,189,-539,126.0,1787.0,538.0,-992.0,-364.0,1038.0,-3.0,1137.0,229.0,-1081,70,339,559,210,566,-753,-79,-637,146,-1076,497,679,66,476,-473,334,734,-108,615,267,53,-73,40,-733,182,-424,416,4
1638.517,-238.0,1333.0,343.0,-456.0,887.0,32.0,311.0,828.0,482.0,191,-591,1538.0,1078.0,-396.0,-992.0,-364.0,1038.0,-173.0,1084.0,96.0,-1067,-27,542,554,237,561,-756,-89,-629,161,-932,523,652,-237,477,-459,344,740,-90,613,263,70,-66,23,-710,281,-357,-112,3
1638.55,-483.0,1209.0,378.0,-280.0,1382.0,2.0,257.0,1004.0,336.0,33,-496,1179.0,824.0,-848.0,-992.0,-364.0,1038.0,-227.0,1210.0,-76.0,-1020,52,340,557,256,551,-758,-105,-621,172,-875,695,397,-214,470,-464,348,739,-79,609,278,56,-53,36,-1077,840,-723,-178,-2
1638.584,-472.0,1594.0,1861.0,-333.0,1399.0,-21.0,196.0,1405.0,248.0,11,-389,907.0,927.0,-122.0,-992.0,-364.0,1038.0,-769.0,1338.0,-314.0,-1098,254,55,560,254,546,-759,-115,-620,164,-1050,650,314,-168,455,-492,336,733,-80,601,308,61,-39,29,-749,1081,-765,630,-3
1638.617,-942.0,1147.0,2192.0,-246.0,1100.0,-144.0,-39.0,1596.0,145.0,52,-324,1102.0,438.0,-28.0,-992.0,-364.0,1038.0,-742.0,1201.0,-29.0,-1145,106,46,576,214,543,-763,-110,-621,141,-1029,591,271,-284,442,-528,313,726,-86,591,341,57,-31,34,-773,1497,-1098,-1814,-6
1638.65,-388.0,1123.0,90.0,-23.0,993.0,-10.0,-300.0,1253.0,130.0,92,-238,964.0,193.0,-340.0,-992.0,-364.0,1038.0,-295.0,1106.0,76.0,-1324,89,12,584,166,544,-765,-110,-623,116,-1142,611,240,-306,421,-568,284,718,-96,578,375,58,-18,38,-909,1663,-776,-3491,3
1638.684,661.0,2150.0,213.0,-78.0,686.0,126.0,-46.0,1056.0,112.0,97,-162,858.0,-159.0,-80.0,-992.0,-364.0,1038.0,-12.0,989.0,146.0,-1323,15,14,587,124,550,-766,-112,-627,90,-1216,540,316,-405,405,-601,259,712,-103,567,402,58,-12,44,-904,2188,-425,-3313,28
1638.717,370.0,1845.0,-308.0,-350.0,509.0,313.0,211.0,909.0,175.0,47,-140,856.0,96.0,-708.0,-992.0,-364.0,1038.0,16.0,894.0,177.0,-1150,-166,53,590,82,552,-766,-114,-629,71,-1112,504,350,-807,388,-624,240,710,-92,557,421,57,-13,46,-1363,2813,-802,-4561,31
1638.75,339.0,1994.0,-82.0,-157.0,467.0,176.0,310.0,819.0,164.0,30,-154,561.0,-37.0,-173.0,-992.0,-364.0,1038.0,-14.0,777.0,109.0,-960,-137,75,592,58,552,-764,-122,-630,63,-977,486,278,-1144,368,-642,237,709,-65,551,435,56,-6,45,682,939,387,745,40
1638.784,425.0,1655.0,-301.0,-122.0,717.0,67.0,308.0,673.0,184.0,25,-173,410.0,150.0,-347.0,-992.0,-364.0,1038.0,19.0,746.0,222.0,-757,-52,78,590,47,549,-761,-133,-632,62,-792,436,201,-1314,350,-657,243,707,-27,548,446,50,-5,43,1996,974,-683,2968,71
1638.817,623.0,1177.0,-399.0,-66.0,758.0,37.0,251.0,597.0,245.0,-8,-144,8.0,1113.0,-21.0,-992.0,-364.0,1038.0,166.0,713.0,300.0,-662,56,57,590,43,551,-757,-145,-634,64,-630,413,185,-1280,320,-672,263,701,19,547,457,43,-17,38,-241,2182,-1818,-912,98
1638.85,551.0,794.0,-550.0,-163.0,803.0,65.0,324.0,538.0,282.0,-81,-165,301.0,1392.0,365.0,-992.0,-364.0,1038.0,195.0,768.0,434.0,-692,231,55,588,46,553,-754,-160,-634,64,-532,426,187,-1102,280,-682,290,692,65,547,467,39,-23,41,-1271,774,-258,1266,115
1638.884,654.0,733.0,-664.0,-685.0,983.0,-1.0,377.0,582.0,341.0,-94,-116,-127.0,648.0,1180.0,-992.0,-364.0,1038.0,128.0,887.0,512.0,-755,285,13,586,38,553,-750,-175,-635,61,-506,482,260,-894,244,-691,314,681,104,545,478,40,-25,39,-558,732,-1325,2170,113
1638.917,366.0,517.0,-870.0,-461.0,1122.0,340.0,363.0,698.0,434.0,-24,-97,-851.0,1140.0,876.0,-992.0,-364.0,1038.0,72.0,1021.0,509.0,-932,338,-8,581,26,557,-744,-189,-638,52,-531,583,307,-731,213,-696,329,673,130,539,490,43,-28,33,100,773,-1436,680,106
1638.95,-99.0,304.0,-691.0,121.0,1492.0,65.0,418.0,900.0,504.0,184,-249,500.0,718.0,-288.0,-992.0,-364.0,1038.0,-214.0,1198.0,299.0,-1026,292,52,575,4,561,-741,-201,-639,40,-587,612,350,-658,185,-706,328,670,140,527,504,44,-28,32,424,374,-676,808,105
1638.984,-547.0,396.0,-89.0,-157.0,1689.0,-107.0,388.0,1152.0,550.0,206,-435,-110.0,1695.0,167.0,-992.0,-364.0,1038.0,-574.0,1306.0,93.0,-1038,270,149,574,-15,561,-740,-210,-639,29,-633,529,374,-562,170,-720,307,671,137,513,518,44,-28,31,98,564,-1084,353,105
1639.017,-211.0,1099.0,772.0,-427.0,1474.0,192.0,147.0,1252.0,473.0,226,-349,44.0,1708.0,-227.0,-992.0,-364.0,1038.0,-487.0,1445.0,78.0,-1040,286,242,572,-33,560,-742,-215,-634,24,-698,417,401,-333,161,-735,277,673,123,501,530,45,-27,30,-231,268,-736,-66,104
1639.05,267.0,484.0,2391.0,-227.0,964.0,88.0,-92.0,1389.0,390.0,337,-594,809.0,-102.0,104.0,-992.0,-364.0,1038.0,-348.0,1445.0,119.0,-1100,201,298,578,-37,553,-745,-214,-631,27,-789,305,438,-131,161,-746,249,677,106,495,534,45,-28,30,-206,328,-814,-37,104
1639.084,-1619.0,279.0,2165.0,-627.0,1051.0,29.0,-100.0,1375.0,341.0,167,-541,2112.0,565.0,-499.0,-992.0,-364.0,1038.0,-347.0,1376.0,97.0,-1132,237,256,587,-27,546,-748,-214,-627,41,-770,235,461,22,168,-750,235,685,88,495,527,45,-28,30,-284,399,-827,-43,105
1639.117,408.0,849.0,95.0,-634.0,973.0,-244.0,-33.0,1316.0,293.0,288,-580,-814.0,1827.0,171.0,-992.0,-364.0,1038.0,-235.0,1160.0,-40.0,-1338,399,143,594,-2,538,-748,-215,-625,60,-792,238,419,313,186,-744,230,695,69,506,506,45,-28,30,-303,373,-759,-83,106
1639.15,-592.0,1013.0,544.0,-441.0,963.0,23.0,-21.0,1096.0,281.0,224,-564,613.0,556.0,-315.0,-992.0,-364.0,1038.0,-26.0,1219.0,183.0,-1169,430,102,602,25,527,-749,-217,-621,79,-889,343,388,603,227,-729,239,710,41,523,470,45,-29,31,-229,396,-800,-44,107
1639.184,-865.0,1824.0,873.0,-439.0,919.0,175.0,175.0,1170.0,270.0,187,-445,1044.0,970.0,-331.0,-992.0,-364.0,1038.0,-259.0,1452.0,14.0,-931,257,143,615,45,521,-750,-218,-617,92,-870,398,403,759,293,-707,246,726,7,538,428,44,-29,30,-304,405,-787,-37,108
1639.217,1137.0,272.0,-854.0,-326.0,794.0,104.0,344.0,1444.0,191.0,203,-353,213.0,1024.0,370.0,-992.0,-364.0,1038.0,-313.0,1355.0,-222.0,-849,89,148,616,52,519,-748,-221,-619,92,-1068,434,460,673,361,-672,245,743,-33,547,385,45,-29,31,-247,384,-784,-75,108
1639.25,662.0,1050.0,-668.0,-264.0,782.0,9.0,130.0,1513.0,75.0,124,-258,338.0,945.0,50.0,-992.0,-364.0,1038.0,-406.0,1184.0,-145.0,-1127,-173,194,612,41,519,-750,-215,-619,87,-1455,519,531,288,427,-628,233,759,-73,546,346,44,-29,31,-264,447,-769,-179,108
1639.284,-731.0,1545.0,-247.0,-204.0,702.0,-36.0,-62.0,1276.0,86.0,131,-194,359.0,876.0,122.0,-992.0,-364.0,1038.0,-267.0,917.0,-81.0,-1256,-492,425,621,43,508,-754,-215,-613,99,-1493,401,396,-266,492,-576,217,774,-95,543,313,42,-29,30,-376,416,-813,-241,110
1639.317,30.0,914.0,-462.0,-215.0,578.0,11.0,-78.0,1061.0,134.0,191,-147,30.0,722.0,260.0,-992.0,-364.0,1038.0,-375.0,732.0,60.0,-1191,-128,420,629,91,492,-752,-232,-601,137,-1148,154,191,-440,535,-526,226,786,-87,547,273,48,-31,36,-259,183,-669,-259,111
1639.35,194.0,1228.0,-240.0,-297.0,765.0,1.0,-72.0,779.0,173.0,258,-168,463.0,687.0,128.0,-992.0,-364.0,1038.0,-233.0,690.0,150.0,-989,126,237,638,148,472,-747,-250,-590,178,-986,237,182,-405,562,-479,249,796,-59,556,232,33,-33,26,-380,559,-928,-94,113
1639.384,74.0,1231.0,52.0,-143.0,739.0,18.0,33.0,535.0,175.0,313,-136,500.0,930.0,74.0,-992.0,-364.0,1038.0,116.0,718.0,134.0,-896,265,68,640,204,452,-742,-259,-582,208,-846,417,189,-338,586,-429,273,803,-30,562,197,50,-38,42,-212,-111,-790,-710,115
1639.417,-120.0,1047.0,100.0,-218.0,916.0,-39.0,187.0,464.0,186.0,277,-75,54.0,920.0,156.0,-992.0,-364.0,1038.0,69.0,770.0,160.0,-762,131,0,640,242,433,-741,-258,-575,232,-719,519,192,-306,604,-386,281,807,-8,564,172,27,-49,34,-592,521,-1025,-610,123
1639.45,-51.0,999.0,83.0,-286.0,923.0,175.0,330.0,478.0,160.0,221,-138,172.0,1029.0,171.0,-992.0,-364.0,1038.0,48.0,881.0,102.0,-670,110,-33,634,293,412,-738,-259,-569,255,-597,439,188,-481,621,-355,289,813,9,561,154,24,-66,44,-1328,2702,-1753,1037,116
1639.484,-161.0,982.0,30.0,-79.0,946.0,138.0,422.0,679.0,172.0,304,-217,78.0,1078.0,358.0,-992.0,-364.0,1038.0,-72.0,965.0,77.0,-642,217,-83,628,327,394,-730,-271,-561,281,-508,347,136,-512,637,-328,285,818,28,559,134,38,-81,83,-1350,2150,-1989,1241,72
1639.517,-44.0,873.0,-90.0,64.0,1140.0,86.0,406.0,793.0,236.0,171,-376,-303.0,1141.0,325.0,-992.0,-364.0,1038.0,-190.0,1163.0,129.0,-624,388,-75,626,348,375,-723,-288,-550,304,-484,391,155,-341,658,-304,278,821,49,558,110,-129,-83,-79,-2465,1962,-3317,917,32
1639.55,152.0,944.0,-85.0,-324.0,1225.0,351.0,363.0,874.0,327.0,102,-385,-146.0,1267.0,410.0,-992.0,-364.0,1038.0,-419.0,1304.0,240.0,-700,467,-56,619,371,358,-717,-300,-541,321,-539,409,231,-198,677,-276,274,824,60,557,86,-1,-84,-181,-1958,899,-2353,1477,15
1639.584,-202.0,1218.0,184.0,-349.0,1394.0,-76.0,343.0,916.0,409.0,67,-582,110.0,1400.0,228.0,-992.0,-364.0,1038.0,-320.0,1404.0,357.0,-794,569,33,616,387,343,-714,-307,-534,331,-632,475,307,64,695,-247,267,825,61,559,61,199,-88,-75,-221,-896,-205,1571,3
1639.617,-170.0,1135.0,246.0,-495.0,1322.0,-419.0,264.0,1009.0,497.0,-196,-574,-992.0,2239.0,773.0,-992.0,-364.0,1038.0,-222.0,1375.0,376.0,-956,574,181,615,391,337,-720,-299,-533,328,-830,680,432,357,704,-218,270,824,51,563,45,64,-83,-20,-525,-53,-515,503,-3
1639.65,-47.0,1019.0,272.0,-956.0,1106.0,131.0,181.0,1050.0,555.0,172,-664,149.0,1579.0,730.0,-992.0,-364.0,1038.0,-431.0,1004.0,240.0,-1094,231,397,619,368,350,-733,-276,-538,312,-990,809,576,610,711,-206,271,821,24,568,50,49,-74,3,-725,206,-469,-381,-6
1639.684,-554.0,1229.0,955.0,-671.0,718.0,26.0,-53.0,890.0,543.0,145,-704,1622.0,1172.0,-468.0,-992.0,-364.0,1038.0,-533.0,957.0,57.0,-1190,-57,473,619,335,366,-744,-254,-545,291,-1114,612,624,637,704,-223,266,816,-15,572,80,55,-67,17,-745,401,-528,-141,-7
1639.717,-408.0,1371.0,539.0,-429.0,1226.0,50.0,-213.0,868.0,480.0,56,-596,1067.0,1170.0,-639.0,-992.0,-364.0,1038.0,-376.0,1193.0,-75.0,-1302,23,404,624,300,379,-753,-242,-548,272,-1259,338,580,336,689,-268,257,811,-46,571,118,21,-52,21,-963,1091,-834,-37,-2
1639.75,77.0,1670.0,2150.0,-349.0,1298.0,27.0,-115.0,1459.0,356.0,38,-491,935.0,762.0,-346.0,-992.0,-364.0,1038.0,-547.0,1396.0,-370.0,-1276,60,306,631,263,391,-760,-233,-552,250,-1270,239,514,-27,667,-311,243,808,-58,567,150,37,-47,27,-730,1030,-912,-349,-2
1639.784,-1735.0,771.0,1013.0,-169.0,986.0,-152.0,-72.0,1732.0,173.0,9,-426,1031.0,451.0,-358.0,-992.0,-364.0,1038.0,-882.0,1207.0,-202.0,-1200,1,266,638,220,404,-765,-229,-558,226,-1217,239,467,-301,645,-365,229,806,-58,562,177,23,-42,26,-1029,1456,-898,-603,7
1639.817,-689.0,1063.0,-189.0,-144.0,985.0,-47.0,-319.0,1358.0,216.0,2,-328,880.0,152.0,-517.0,-992.0,-364.0,1038.0,-587.0,1054.0,72.0,-999,-13,217,642,184,413,-768,-227,-563,203,-993,297,433,-630,616,-405,203,807,-43,553,203,24,-25,33,-1260,2416,-1028,-3347,40
1639.85,1103.0,2302.0,327.0,-211.0,690.0,71.0,-240.0,990.0,306.0,14,-267,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-248.0,871.0,221.0,-1136,291,194,642,137,422,-776,-223,-567,167,-1155,453,284,-631,572,-450,174,803,-29,547,234,23,-14,38,-906,2538,-309,-3077,59
1639.884,63.0,2129.0,-346.0,-245.0,493.0,219.0,-31.0,787.0,433.0,-53,-254,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-72.0,746.0,269.0,-1332,-9,312,649,63,427,-787,-205,-569,120,-1371,624,291,-413,524,-514,149,793,-30,540,280,16,-4,45,209,3210,1456,978,57
1639.917,206.0,2014.0,-205.0,-361.0,397.0,140.0,143.0,659.0,499.0,-46,-184,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-23.0,678.0,346.0,-1242,-211,275,646,-22,428,-795,-179,-576,68,-1431,482,296,-628,465,-581,115,779,-41,523,343,13,-5,44,1142,3470,232,-643,58
1639.95,312.0,1663.0,-405.0,-113.0,582.0,189.0,220.0,544.0,536.0,-11,-144,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,34.0,679.0,378.0,-1049,-183,284,646,-103,427,-801,-155,-578,22,-1343,191,166,-937,404,-646,67,762,-47,504,404,10,-9,40,-2276,-242,-1380,3014,60
1639.984,473.0,1271.0,-513.0,-97.0,655.0,18.0,257.0,497.0,488.0,-16,-125,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,49.0,786.0,386.0,-835,-127,209,635,-162,418,-802,-134,-581,-11,-1011,106,155,-1008,337,-688,30,743,-40,488,456,3,-16,40,-2734,924,-2820,4980,63
1640.017,432.0,882.0,-634.0,-118.0,865.0,-73.0,323.0,565.0,441.0,-48,-206,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-58.0,883.0,358.0,-692,57,157,625,-200,414,-802,-128,-582,-32,-815,125,100,-984,269,-711,11,722,-20,481,497,-3,-29,38,616,4363,-3728,-945,70
1640.05,552.0,670.0,-783.0,-705.0,1197.0,-58.0,279.0,718.0,410.0,-70,-176,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-158.0,930.0,269.0,-590,46,83,621,-217,412,-800,-131,-585,-39,-611,138,90,-774,205,-729,19,699,8,483,526,0,-32,34,-615,733,-1504,1438,81
1640.084,399.0,486.0,-875.0,-261.0,1040.0,445.0,129.0,817.0,411.0,94,-321,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-219.0,1028.0,290.0,-566,190,2,611,-238,405,-796,-137,-588,-53,-477,200,53,-491,143,-738,42,674,38,494,547,4,-34,28,-365,148,-966,1975,95
1640.117,190.0,302.0,-911.0,528.0,1422.0,379.0,124.0,936.0,481.0,273,-239,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-327.0,1132.0,181.0,-699,198,-22,602,-257,400,-790,-137,-592,-76,-524,310,70,-181,86,-736,73,649,59,505,565,5,-36,25,188,1054,-1084,44,100
1640.15,-496.0,229.0,-110.0,7.0,1347.0,-258.0,14.0,1045.0,456.0,2,-239,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-573.0,1244.0,23.0,-828,110,30,584,-292,391,-786,-128,-597,-99,-665,377,114,-8,47,-733,79,629,64,509,585,6,-35,25,-630,31,-596,927,100
1640.184,-407.0,1366.0,794.0,-650.0,1208.0,-13.0,-17.0,1230.0,368.0,-5,-394,809.0,-28.0,-322.0,-992.0,-364.0,1038.0,-396.0,1250.0,134.0,-974,89,154,578,-327,377,-787,-111,-595,-119,-772,393,169,185,18,-729,55,612,49,501,609,6,-35,23,-11,612,-1022,58,102
